zip,unemployed,households,inc10,inc15,inc25,inc35,inc50,inc75,inc100,inc150,inc200,inc201,medianIncome,meanIncome,ssi,cpa,snap,capitaIncome,poverty
80301,4,10326,577,343,705,905,1429,1773,1133,1387,1005,1069,66120,104564,189,63,328,47453,7
80302,5.4,11653,1748,887,1169,1268,1158,1617,833,1273,656,1044,43907,83678,173,143,321,37245,8.6
80303,3,10963,1360,468,1563,921,1118,1853,1004,1217,710,749,50429,77258,110,98,281,37107,4.3
80304,2.9,11079,486,333,985,985,1243,1711,1176,1714,956,1490,71452,109120,170,119,401,48791,5.6
80305,6,7472,516,235,516,430,805,1145,1121,1156,853,695,76809,97992,148,62,59,41752,4
80310,12.9,66,35,13,0,18,0,0,0,0,0,0,"2,500-",10008,0,0,0,4370,null
80401,3.8,15910,1055,686,1105,1472,1656,2718,1849,2525,1196,1648,67065,97928,296,353,408,41951,6.2
80403,3.7,7431,221,168,492,294,691,1052,1027,1521,900,1065,91402,114370,132,160,244,46940,2.6
80419,0,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,18152,null
80420,0.7,334,9,42,59,45,25,108,6,34,6,0,43333,48171,0,0,16,25787,15.9
80421,5.1,3653,139,86,205,221,399,943,671,765,176,48,68270,77823,92,152,234,31123,3.9
80422,3.6,1910,50,18,263,167,251,453,300,280,113,15,62967,68466,73,0,137,32008,6.2
80423,11.7,72,0,0,0,5,0,28,26,6,0,7,82788,168668,26,0,0,86473,0
80424,5.4,3576,137,2,298,297,586,736,637,523,257,103,60781,76651,0,23,76,34889,2.5
80425,0,80,0,0,12,10,9,9,32,0,8,0,80000,71039,12,0,0,41545,0
80426,3.4,65,0,0,18,9,0,0,8,30,0,0,89219,70248,0,0,0,26594,0
80427,4.1,331,3,20,42,72,54,81,51,0,8,0,39327,47488,13,7,35,25503,17.3
80428,0,165,0,0,49,0,24,55,30,7,0,0,52375,54259,0,0,0,17973,0
80432,0,66,0,0,5,53,0,0,8,0,0,0,28821,35238,0,0,0,14171,0
80433,2.1,3386,26,66,123,170,315,558,419,945,441,323,100635,109807,13,40,15,42331,1.9
80434,0,31,0,0,12,0,0,5,14,0,0,0,59250,54319,0,0,0,24811,0
80435,5.2,2752,217,8,184,165,458,555,458,333,283,91,65066,78177,0,95,118,29196,4.5
80436,6.6,234,0,0,19,53,32,92,28,10,0,0,58173,52200,0,10,10,19706,0
80438,1.8,153,10,5,31,3,31,25,25,23,0,0,48906,53808,13,10,14,23666,0
80439,4.3,9350,382,297,343,463,989,1414,1090,2049,906,1417,90409,125303,72,41,91,52409,3.2
80440,6,917,40,27,30,147,244,181,102,122,13,11,45313,59360,0,0,59,28490,4.1
80442,2,965,16,46,64,94,115,273,54,28,157,118,62904,105130,0,14,32,42417,4.5
80443,4.7,1461,72,27,85,125,161,329,239,238,89,96,69448,84947,0,0,0,39293,8.2
80444,2,531,19,16,47,33,97,172,79,53,0,15,57917,65597,33,3,21,27866,3.1
80446,4.4,1288,44,82,47,155,133,354,208,202,60,3,60972,67497,0,7,43,27987,11.4
80447,4,730,5,123,29,4,39,237,153,140,0,0,71148,67069,2,7,0,25462,3.8
80448,0,68,0,16,0,0,0,0,13,26,13,0,132981,104144,0,0,0,43952,23.5
80449,9,307,0,50,0,26,112,29,69,21,0,0,41917,50973,0,0,0,29599,5.9
80451,1.7,310,4,3,0,24,71,61,84,42,17,4,71563,75571,2,3,7,26612,2.8
80452,5.9,1373,41,169,151,140,248,231,201,118,74,0,48320,56749,47,47,74,29846,6
80453,0,75,0,0,0,0,0,42,21,12,0,0,74063,81199,0,12,0,33506,0
80454,2.7,399,30,0,9,34,20,72,42,103,59,30,80417,109753,0,0,0,46517,0
80455,0,257,14,6,25,6,76,45,10,30,45,0,57875,73733,8,5,7,34762,4.4
80456,1.2,395,86,11,0,51,64,91,49,24,10,9,46934,54943,0,49,127,29964,5
80457,10.9,306,0,49,42,30,27,43,35,54,26,0,50595,64241,21,0,52,26898,0
80459,2.8,969,45,35,90,90,139,276,82,159,21,32,60750,70459,30,12,68,25348,4.4
80461,3.8,2547,248,181,263,314,577,542,143,229,23,27,40172,49519,32,12,72,20403,18.9
80463,0,63,5,0,0,20,26,0,0,0,0,12,45625,115822,0,0,0,43381,7.9
80465,4.1,5876,121,133,205,280,493,1211,1227,1088,562,556,82435,109012,88,32,114,44024,2.3
80466,4.3,1374,113,22,75,119,99,245,311,168,139,83,75972,88781,41,31,41,39317,2.9
80467,3.1,1162,20,27,99,49,191,364,264,88,17,43,60900,69004,10,4,20,30729,3
80468,0,151,0,0,8,0,36,42,61,4,0,0,58750,61819,0,0,8,25663,8.1
80469,8.5,170,13,0,22,52,55,0,28,0,0,0,32368,41102,0,0,22,17157,20.2
80470,9.4,1587,21,14,85,80,174,305,224,367,215,102,92109,98536,32,74,76,36595,2.5
80471,null,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,null,null
80473,0,51,0,0,3,3,4,15,13,9,4,0,82625,80778,3,0,0,34287,0
80475,0,28,0,0,0,0,0,0,28,0,0,0,null,null,0,0,0,null,0
80476,10.3,88,9,2,8,23,4,30,8,0,4,0,46250,47469,0,5,10,25288,0
80477,0,159,0,0,0,0,74,52,33,0,0,0,53417,60264,0,36,0,18327,0
80478,0,283,0,0,77,0,6,112,54,34,0,0,70377,64867,0,0,0,36413,0
80479,0,58,0,0,0,0,47,0,0,11,0,0,41543,null,0,0,0,47075,0
80480,2.7,654,28,28,102,95,97,128,135,25,16,0,44000,51606,11,17,52,23654,14.2
80481,2.7,265,2,0,13,43,0,35,64,32,76,0,94219,97241,0,0,1,37569,0
80482,1.3,464,16,8,57,17,21,138,88,73,41,5,69286,76777,0,0,10,35003,0
80483,1.8,264,18,14,30,14,32,62,79,10,5,0,63333,56554,2,0,11,24975,5.6
80487,3.6,6773,301,170,418,277,1018,1508,1155,1257,293,376,67957,89405,7,5,54,38572,5.2
80488,null,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,null,null
80497,0,105,0,0,0,39,43,23,0,0,0,0,48285,45691,0,0,0,29422,0
80498,5.4,3107,132,0,162,236,400,578,670,552,183,194,76580,93638,27,47,47,40361,5.4
80501,6,15284,891,928,2206,2186,2554,2676,1580,1622,378,263,42914,56762,558,456,1539,23497,14.8
80503,3.2,12494,559,310,758,778,1422,1815,1614,2493,1365,1380,84335,108629,247,149,343,42907,4.5
80504,5.1,16411,481,292,1109,1126,1753,3083,2790,3438,1340,999,77449,90909,273,227,621,31519,6.4
80510,11.6,196,5,0,17,13,14,48,48,33,11,7,85089,82343,37,0,14,38404,0
80511,0,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,17879,null
80512,6.8,945,17,0,130,117,113,168,143,200,40,17,62868,70873,0,8,10,34274,0
80513,5.4,3952,172,167,218,261,350,581,815,920,323,145,81750,86869,92,10,170,33340,4.2
80514,4.2,1586,60,63,107,249,386,316,160,196,41,8,46402,59622,102,12,78,23043,5
80515,10.4,354,34,0,74,0,65,54,105,10,0,12,61250,92164,0,0,24,49465,5.5
80516,2.8,6366,89,56,111,236,439,1031,1025,1845,904,630,103000,114032,53,27,16,38782,2.1
80517,3.8,4527,127,160,269,601,764,1074,754,346,252,180,57309,78530,108,11,187,37497,2.1
80520,0,413,0,0,84,0,105,120,7,90,7,0,51750,62806,0,0,69,27088,0
80521,7.1,12099,1757,1240,1842,1343,1867,1855,824,941,262,168,34029,48596,265,241,751,19133,9.5
80524,5.6,13247,985,654,1496,1299,1546,2454,1659,1926,738,490,55441,72224,447,287,864,29927,12.3
80525,5.6,19225,1021,793,1715,1565,2376,3694,2591,3048,1224,1198,63807,82444,374,348,779,34053,3.9
80526,5,17773,1791,739,1641,1855,2597,3097,2234,2400,853,566,51955,68925,550,296,1024,28437,9
80528,3.6,6326,166,101,366,487,737,1068,1032,1278,568,523,79107,101017,23,66,253,35865,5.8
80530,4,1200,13,23,46,116,74,386,283,184,64,11,68807,76028,0,12,16,29709,0
80532,0,40,0,0,0,0,0,33,7,0,0,0,56515,null,0,0,0,30924,0
80534,3.9,3636,68,47,153,370,351,968,652,667,293,67,71197,81617,57,19,74,27998,4.5
80535,6.6,1319,85,57,178,130,204,344,109,168,44,0,50306,56733,72,50,100,25681,1.1
80536,2.6,875,25,31,37,115,125,134,112,116,104,76,68920,113536,0,0,13,50609,4.4
80537,5.8,15798,857,867,1487,1656,2445,3149,2189,1941,723,484,53383,68705,631,442,1101,29154,7.9
80538,5.4,17589,771,694,1657,1292,2535,3918,2517,2624,993,588,60815,76637,530,346,931,31238,6.3
80540,3.1,1937,65,52,112,91,142,482,284,436,142,131,75901,92145,37,7,21,39525,3.3
80542,2.2,1186,0,14,15,115,160,231,130,243,108,170,85735,111569,15,0,23,38453,2
80543,2.5,1908,40,76,187,160,163,701,325,152,58,46,60944,70477,19,0,83,24709,2.8
80544,0,13,0,0,0,0,0,0,0,0,13,0,null,null,0,0,0,null,0
80545,3.8,249,48,24,0,10,111,44,12,0,0,0,41359,38475,0,14,0,18034,30
80546,0,33,0,0,17,0,0,0,7,9,0,0,24926,69567,0,0,0,26944,0
80547,6.6,207,0,0,14,22,17,51,23,62,9,9,74750,93286,12,0,7,35378,0
80549,4.4,3093,101,100,183,187,299,1022,592,383,130,96,70573,76558,54,85,142,27865,9.1
80550,3.2,7011,79,208,451,515,920,1291,1067,1524,625,331,76347,87975,103,49,185,31632,2
80601,5.2,10551,455,331,653,986,1401,2568,1734,1804,370,249,65026,72753,345,168,636,24689,6.4
80602,4.5,8653,49,49,129,292,782,1453,1806,2762,983,348,96409,105338,63,152,114,34022,0.9
80603,6.1,3755,65,90,219,199,571,833,567,791,286,134,70913,83729,73,15,190,29718,2.2
80610,4.6,1052,95,81,104,143,119,169,133,115,79,14,48750,63234,50,7,106,25283,12.6
80611,0.4,329,14,27,25,27,24,79,86,42,2,3,65114,66815,14,8,20,26775,5.6
80612,0,168,50,0,0,20,12,62,0,24,0,0,50119,44340,0,0,0,24047,53.2
80615,4,2769,41,79,264,312,499,543,345,481,83,122,56008,81720,49,38,28,30817,5.7
80620,4.6,5887,523,302,613,768,1067,1158,719,503,201,33,45168,54567,222,94,621,18826,14.8
80621,3.6,4146,202,236,394,412,462,983,686,445,272,54,58827,67427,163,74,426,23227,13.2
80622,0,24,7,0,0,10,7,0,0,0,0,0,33750,25913,0,0,0,10550,29.2
80623,3.4,340,16,0,36,54,108,80,35,11,0,0,44286,47419,5,0,33,16940,7.4
80624,5.6,307,0,0,38,37,36,43,112,19,0,22,72386,81725,0,0,21,26988,11.1
80631,5.6,16148,2478,1669,2942,2010,2436,2232,1142,821,233,185,29012,41883,1037,495,2366,14915,27.7
80634,5.7,20261,1140,827,1809,1836,2992,4091,2838,3259,798,671,57136,72641,523,374,1064,28096,6.4
80640,3.6,3271,16,134,108,139,644,736,496,821,143,34,70148,77811,66,81,43,25837,10.3
80642,2.3,1531,50,13,108,132,153,271,291,306,176,31,77348,85350,30,10,61,29945,3.8
80643,2.8,1114,39,15,141,84,74,208,204,212,124,13,74750,80292,15,23,38,28559,7.4
80644,3.3,1089,25,79,129,87,175,206,138,196,30,24,55694,67192,17,6,38,26652,5.9
80645,4,1530,61,73,138,171,264,245,224,272,47,35,53519,69205,34,33,71,25545,5.1
80648,6.1,366,15,9,33,33,37,99,96,43,0,1,68092,61674,22,20,26,20345,5.7
80649,0,105,8,6,19,5,13,25,5,24,0,0,50469,55842,0,0,2,18974,0
80650,6.1,560,29,12,24,72,120,88,79,120,0,16,53750,65805,8,3,28,25427,3.3
80651,2.9,1613,60,55,174,144,208,351,241,299,2,79,59851,72970,34,31,32,28863,6.5
80652,0,172,16,13,16,0,14,83,13,0,17,0,55938,58824,0,12,0,25624,0
80653,3.7,298,7,19,43,38,90,59,19,16,3,4,41543,49705,0,3,10,23604,4.4
80654,2.3,783,28,31,84,54,159,239,109,57,20,2,53295,58085,23,6,20,20231,5
80701,4.8,6061,446,222,1053,629,1119,1379,647,404,49,113,43328,53005,189,163,570,19564,14.1
80705,11.8,304,35,29,51,49,43,47,38,9,3,0,32155,41231,23,2,41,15545,24.9
80720,1.8,1241,89,91,121,144,280,183,150,114,49,20,43468,57139,25,11,26,24107,11.7
80721,19.4,41,0,0,0,8,14,19,0,0,0,0,47232,53378,0,0,8,18453,0
80722,0,157,9,6,12,33,31,9,21,25,11,0,41492,63685,0,0,0,28513,0
80723,6.4,2734,89,291,488,424,456,371,345,211,59,0,38964,49860,89,84,158,20108,11.9
80726,2.5,152,0,17,59,12,14,23,11,4,0,12,26250,69639,6,3,7,29296,9.1
80727,12.6,116,19,16,38,6,4,16,5,4,8,0,19773,40250,6,17,26,18296,28.1
80728,1.6,355,8,17,39,46,87,76,53,25,4,0,44556,52400,12,5,34,21041,4.4
80729,2.4,286,22,10,53,21,73,54,41,10,2,0,39191,46428,10,0,22,19622,10.4
80731,1.1,693,59,35,56,102,128,149,122,34,0,8,45365,52833,28,3,56,20636,4.3
80733,4.1,168,21,3,17,22,24,51,28,0,0,2,49423,50988,1,4,11,19258,7.3
80734,3.4,1157,58,105,131,167,191,302,100,70,11,22,44766,51508,6,6,72,21146,8.9
80735,0,164,4,17,33,15,13,26,14,34,0,8,48750,70376,0,1,6,27961,5.2
80736,0.8,272,23,3,32,41,37,60,53,23,0,0,50000,53432,2,19,15,23520,7.1
80737,5,692,69,89,104,97,89,113,76,24,9,22,33523,48912,24,29,60,22453,12.2
80740,0,29,4,3,9,0,4,2,0,5,2,0,21875,52666,0,0,5,20114,22.7
80741,5,309,41,9,41,35,45,43,65,26,2,2,45288,53016,8,7,10,21527,5.2
80742,0.8,118,5,7,9,11,36,8,22,11,0,9,46094,112554,0,2,0,42575,9
80743,1.8,501,24,52,64,66,73,93,81,23,1,24,45560,58505,20,4,31,26923,6.8
80744,0.7,232,14,4,48,38,23,42,32,22,7,2,41250,55762,9,0,20,26987,8.2
80745,3.3,52,0,5,0,2,13,30,2,0,0,0,57143,51977,0,0,7,17717,0
80746,0,14,0,0,0,7,2,0,5,0,0,0,35000,51229,2,0,0,22063,0
80747,2.9,192,5,5,30,29,27,60,20,16,0,0,50000,52092,0,0,1,21992,2.6
80749,5.3,146,11,3,18,17,24,31,32,10,0,0,51250,54071,3,4,2,23473,9.6
80750,4.2,123,0,13,0,10,18,54,9,19,0,0,65821,63310,0,0,0,24900,13
80751,6.1,6635,514,428,891,827,1199,907,910,547,256,156,41441,57931,392,176,833,23646,13
80754,0,75,1,5,9,14,2,14,10,14,6,0,56875,67675,0,1,1,23790,9.2
80755,0,53,14,0,0,1,0,6,17,3,5,7,83309,90160,14,0,0,26753,0
80757,3.3,73,5,1,8,22,10,13,1,8,3,2,35208,63807,13,2,3,28089,3.8
80758,2.3,1404,73,47,178,245,218,360,111,123,26,23,46558,57227,44,0,13,20556,5.3
80759,2,1847,82,84,185,279,484,316,242,124,51,0,42816,51484,45,22,33,22371,3.3
80801,0,51,0,3,5,3,25,8,0,4,3,0,47054,58373,0,8,0,26316,0
80802,5.5,78,5,0,6,21,13,9,22,0,2,0,36591,48856,2,0,0,16306,9.1
80804,1.8,158,12,9,30,18,14,29,25,14,7,0,44500,54699,2,0,16,23088,10.7
80805,3.3,158,7,10,19,15,27,38,28,3,10,1,53125,61069,1,0,22,20331,18.8
80807,2.4,1914,62,218,237,198,301,387,244,246,14,7,43472,53992,80,23,123,20807,7.3
80808,5.8,2112,97,178,207,294,265,433,336,219,59,24,50493,59830,60,70,99,23747,8.7
80809,6,693,21,38,91,42,41,185,63,142,70,0,60298,72725,30,0,77,32755,11.8
80810,4.5,543,30,56,64,45,115,113,51,35,34,0,44712,55844,10,0,32,24468,0
80812,1.3,84,14,2,9,23,11,14,0,5,2,4,31750,55393,3,0,3,27367,10.3
80813,3.7,877,62,68,139,125,155,186,101,24,7,10,36987,45873,26,43,131,19079,14.3
80814,5.3,1664,49,0,55,119,196,537,228,385,77,18,68500,75634,65,37,87,28630,2
80815,5,416,25,17,68,71,41,92,61,31,3,7,46250,55777,7,4,19,25857,6
80816,4.6,2016,52,37,136,255,276,655,329,182,68,26,56103,64434,39,36,9,27988,2.2
80817,3.8,8919,648,325,526,638,1450,2468,1394,1271,189,10,55800,62459,293,144,504,21687,8.6
80818,4.5,107,2,2,5,27,20,11,27,2,5,6,43750,72781,20,0,3,28619,2.5
80819,4.5,378,33,26,52,56,43,45,29,39,44,11,45132,66201,16,0,17,30222,0
80820,4.7,304,21,0,68,50,50,33,31,17,34,0,42500,59262,39,0,0,27755,0
80821,4,475,30,59,59,65,87,62,65,32,16,0,38173,50132,8,2,19,23874,2.4
80822,1.7,92,5,2,9,18,18,16,6,16,2,0,39375,57215,0,0,0,22065,7.7
80823,4.5,104,19,7,8,10,26,13,0,2,0,19,40833,151896,2,1,3,17032,8.6
80824,0.9,97,0,0,8,4,16,35,19,5,7,3,64063,74888,0,0,0,26921,0
80825,0.8,172,12,4,22,5,20,76,11,16,2,4,63833,61415,7,4,14,21253,10.8
80827,1.7,312,13,0,116,16,30,35,79,11,0,12,48417,59988,16,16,16,36352,0
80828,4,1059,68,136,111,114,156,179,158,101,13,23,46280,59541,0,32,81,18900,8.9
80829,3.6,2716,164,134,444,283,210,362,353,422,193,151,58148,82137,127,47,194,41758,7.4
80830,0,74,3,11,3,14,11,16,3,0,4,9,45000,84176,2,4,4,31323,0
80831,5,6964,246,164,379,275,722,1481,1303,1505,601,288,80233,89757,35,78,236,30453,7.4
80832,0.5,283,9,8,33,36,32,79,12,44,23,7,60938,73539,11,6,5,30180,2.3
80833,2.1,260,23,21,20,30,55,50,51,2,6,2,42500,50278,20,7,25,24917,9.6
80834,3.4,120,4,13,36,5,13,38,9,0,0,2,35625,42784,3,2,1,21826,21.8
80835,5.2,305,7,44,45,37,27,39,75,24,7,0,45781,54469,45,30,51,21573,10.6
80836,4.9,386,20,10,50,64,79,62,44,29,28,0,45643,57038,14,4,14,23230,9
80840,0.7,456,8,0,21,46,57,127,144,33,12,8,67500,79151,0,3,10,12763,6.6
80860,8.6,258,21,33,31,67,40,34,18,10,0,4,29333,46474,3,4,8,23908,9.6
80861,0,94,6,18,15,7,12,25,2,9,0,0,35417,42250,11,0,11,21046,20.7
80862,0,54,20,0,12,0,5,9,1,7,0,0,18958,33365,0,0,0,21268,0
80863,5.4,4341,181,195,301,411,613,735,555,1024,239,87,63538,76162,82,168,310,30910,6
80864,6.1,367,45,0,28,28,68,72,39,79,7,1,51726,62456,5,22,30,18988,14.3
80902,1.8,2688,303,0,506,272,911,541,105,11,9,30,40350,40713,51,12,35,13070,18.5
80903,6.1,6576,1031,723,925,912,858,1046,524,371,132,54,31005,43441,308,291,832,22596,16.5
80904,6.1,10012,951,656,1222,1389,1338,1577,1065,1263,273,278,43750,61099,387,158,1072,31698,12.9
80905,6.5,7468,907,719,1093,1018,1164,1255,536,583,142,51,34979,46905,490,241,1361,22707,21.4
80906,6.6,14925,975,528,1225,1498,1847,2612,1838,2120,990,1292,62563,93741,282,282,1035,38637,7.6
80907,6.4,12124,766,990,1666,1659,2029,2496,1051,879,278,310,41711,56613,442,313,1136,26790,11
80908,4.6,4711,162,71,222,200,345,825,384,1375,508,619,103772,116133,69,15,44,40290,4
80909,7,14622,1250,1252,2234,1709,2640,2677,1388,1178,109,185,39444,49536,844,508,2166,21398,16.3
80910,7.7,10781,1005,942,1581,1912,2045,1775,780,537,144,60,34681,43503,482,429,1620,17615,19.7
80911,5.6,10494,494,217,755,1029,1654,2722,2026,1165,339,93,59886,66125,342,132,748,23262,5.2
80913,0,47,0,0,0,0,47,0,0,0,0,0,42650,null,0,0,25,19770,0
80914,0,10,0,10,0,0,0,0,0,0,0,0,null,null,0,0,0,18608,null
80915,6.2,7696,447,323,905,915,1291,1872,1042,631,188,82,49658,58475,235,223,609,23558,9.6
80916,8.6,12643,846,842,1566,2049,2562,2819,1271,511,125,52,40269,46509,371,279,1557,16914,19
80917,5.6,12108,850,591,1049,1460,1812,2456,1825,1543,274,248,51663,64511,337,222,630,28068,9
80918,5.6,18181,799,511,1555,1515,2978,4084,2376,2839,908,616,60191,73780,343,289,1012,29785,4.7
80919,4.9,10894,222,174,604,616,1272,1755,1596,2451,1162,1042,88713,107299,180,101,141,42907,2.7
80920,4.3,13362,260,222,535,679,1244,2481,2177,3313,1603,848,87915,101683,149,137,284,35957,1.8
80921,3.9,6128,108,16,235,277,388,1095,721,1390,868,1030,108790,133043,115,56,16,45247,1.6
80922,4.5,9052,126,224,389,624,1091,2160,1566,2174,506,192,74027,83193,100,140,341,28866,4.8
80923,3,9047,337,148,233,511,954,2255,1929,1816,624,240,75858,84077,120,67,248,29626,5.8
80924,2.6,1108,9,0,66,45,91,199,135,367,144,52,101607,98959,9,21,0,30650,3.5
80925,6.8,1723,65,49,121,65,231,543,277,286,79,7,61220,69443,31,11,18,20805,6.8
80926,0,521,44,0,76,37,42,118,30,100,38,36,61733,87436,0,0,8,34942,6.4
80927,4.7,249,21,0,0,0,12,30,122,28,25,11,79940,91177,12,11,0,35423,0
80928,2.2,445,37,23,30,50,65,107,69,57,4,3,57537,56800,36,5,6,21114,13.1
80929,0,136,0,30,0,0,31,39,13,23,0,0,72778,65893,0,0,0,45995,0
80930,0.9,339,0,0,64,26,34,52,41,107,15,0,71146,72654,0,0,0,26852,0
80938,0,15,0,0,0,0,15,0,0,0,0,0,null,null,15,0,0,null,0
80939,null,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,null,null
80951,5.5,1401,14,0,48,149,153,322,377,309,16,13,75370,92890,14,0,24,32008,0.9
81001,7.8,11922,1982,1032,1890,1740,1702,1850,699,525,227,275,30993,45704,1008,856,2377,19318,23
81003,6.8,5694,1042,694,877,913,814,655,436,192,18,53,27340,40773,515,314,1408,17040,24.7
81004,8.1,10570,1452,958,1995,1554,1698,1589,729,457,102,36,30308,39441,910,591,2274,17262,21.6
81005,5,12326,922,708,1549,1448,1701,2530,1630,1249,298,291,47852,60663,686,339,1252,25095,7.4
81006,4.6,4323,159,256,529,557,573,868,622,476,132,151,53530,66793,166,110,446,24788,8.2
81007,4.4,10334,332,385,790,1174,1222,2462,2004,1416,377,172,63778,69161,230,161,572,25018,6.3
81008,4.8,4262,180,298,396,315,841,929,648,438,152,65,51169,65753,235,51,513,26134,9.4
81019,6.4,459,74,84,40,39,49,92,20,36,25,0,33750,46370,0,0,37,21508,30.1
81020,3.5,506,66,8,50,85,69,139,27,35,27,0,43214,52221,38,7,34,23647,3.6
81021,0,4,0,0,0,0,4,0,0,0,0,0,null,null,0,0,0,null,0
81022,8.2,467,39,56,65,39,32,134,35,67,0,0,50145,49934,42,0,35,18875,11.8
81023,1.5,488,12,23,75,85,38,101,59,46,0,49,50573,82301,0,0,35,35534,4.3
81024,10.3,32,0,0,0,0,0,10,22,0,0,0,92647,80903,0,0,0,42850,0
81025,5.8,410,33,16,54,63,79,57,54,38,16,0,39750,52005,22,6,63,21634,7.8
81027,6.9,80,12,2,21,5,20,12,6,2,0,0,33750,35958,0,6,14,14978,12.5
81029,1.7,160,17,8,29,23,31,23,10,16,0,3,36500,45596,6,4,0,20829,6
81030,4.2,35,5,0,3,12,4,9,0,2,0,0,31719,42694,0,0,4,14383,18.8
81033,6.3,102,31,2,9,12,23,19,6,0,0,0,33750,34202,0,0,7,15071,36
81036,1.5,485,72,18,69,44,67,88,63,31,19,14,41146,57419,10,21,62,23897,10.3
81038,0,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,5215,null
81039,3.4,713,70,41,131,114,110,112,64,54,11,6,35050,48571,32,17,44,20257,5.5
81040,0,325,0,78,29,60,48,0,56,48,0,6,32179,56517,47,9,73,27365,9.4
81041,4.5,227,31,19,35,39,34,45,8,8,0,8,33618,44390,18,5,37,13120,23.3
81043,1.4,46,10,0,0,4,15,14,3,0,0,0,36875,38389,0,0,0,20131,20.6
81044,0.5,113,7,15,11,4,38,16,12,10,0,0,40804,48801,2,0,5,26866,0
81045,2.5,48,0,2,8,7,1,6,21,0,3,0,68750,62656,0,0,0,33939,0
81047,4.7,633,54,94,98,57,91,132,54,35,12,6,37601,47073,31,15,51,19577,19
81049,0.8,132,8,8,9,33,30,17,20,7,0,0,38750,45619,3,0,5,21023,9.5
81050,7.1,3814,577,344,570,472,409,807,267,254,78,36,33931,46201,222,115,689,18739,23.5
81052,3.7,3840,459,351,623,565,474,569,370,333,70,26,33227,47424,261,226,646,19488,18.9
81054,6.3,1594,211,49,194,362,340,254,126,40,10,8,34604,42190,172,132,314,14373,17.6
81055,2.8,750,31,61,134,61,109,160,102,66,20,6,44924,55319,34,41,70,26864,6.4
81057,1.3,187,16,14,40,24,24,28,24,7,10,0,34375,47901,20,10,31,20665,10.7
81058,5.7,431,52,52,59,46,94,71,38,9,10,0,36250,42173,32,7,77,15869,20.8
81059,1.7,73,0,0,4,12,24,13,15,3,0,2,48250,59495,11,0,4,14609,0
81062,3.9,222,30,12,23,30,41,33,11,23,19,0,41500,55391,12,10,44,16040,22.3
81063,3.8,626,48,29,117,70,126,108,71,18,12,27,40152,51185,66,11,96,18351,8.6
81064,0,133,16,3,5,23,37,33,14,0,0,2,42404,47511,7,1,8,19057,14.4
81067,9,2378,366,306,482,316,364,254,108,138,29,15,26094,37223,270,190,477,15158,21.8
81069,5.3,924,33,0,141,135,129,162,170,128,10,16,55833,68218,40,0,72,31429,2.4
81071,0,182,7,17,28,20,36,36,22,10,0,6,40714,54357,3,5,3,22628,6.7
81073,0.7,858,153,69,126,105,162,125,87,20,6,5,33421,39556,39,23,76,18352,18.4
81076,7.9,180,5,22,25,8,51,29,18,2,0,20,42045,65473,20,9,18,22861,6.3
81077,2.9,194,4,9,60,22,37,24,29,9,0,0,37857,44994,11,0,14,20840,2.8
81081,5.8,43,1,0,11,0,10,6,12,3,0,0,44821,59900,4,0,3,35142,0
81082,4.4,5125,657,443,696,605,627,823,554,544,140,36,39054,53753,371,261,868,22514,14.7
81084,0,41,3,5,2,8,5,7,2,7,2,0,36250,54863,0,0,0,23821,0
81087,0,42,2,0,22,5,4,7,2,0,0,0,24531,33990,0,0,0,16026,0
81089,5.6,1870,347,184,475,231,223,244,78,26,18,44,23801,37052,292,119,405,17798,29.9
81090,3.3,450,54,17,52,45,69,107,32,45,3,26,46667,67448,25,4,46,26420,12.5
81091,5.8,368,15,13,46,54,61,99,50,25,5,0,49167,52168,14,10,35,22457,11.6
81092,4.8,333,11,15,38,37,41,113,33,26,6,13,52188,71355,13,12,14,25272,3.6
81101,6,5382,860,296,755,599,911,916,371,392,101,181,38506,53180,403,324,985,20278,15.3
81120,5.1,864,150,88,174,102,117,122,52,59,0,0,27000,37735,83,51,150,17089,15.5
81121,3,65,6,17,5,12,9,8,8,0,0,0,32917,34426,4,0,0,14306,31
81122,4.2,3065,143,118,363,268,495,537,496,385,137,123,55197,72769,49,26,135,29927,4.2
81123,6.3,333,33,69,74,30,38,37,9,33,3,7,20625,42232,0,20,55,19475,31.7
81124,0,80,2,0,22,50,0,6,0,0,0,0,31250,29423,16,0,0,14498,0
81125,7.1,1261,166,106,150,257,209,170,68,87,13,35,31445,47470,93,36,235,18314,21.3
81126,0,119,5,40,9,19,8,11,22,0,0,5,28224,68421,15,5,10,35851,8.1
81128,0,42,0,0,10,17,0,0,0,4,0,11,31618,316600,0,0,0,183889,0
81129,0,70,12,0,20,0,11,23,0,4,0,0,40682,42164,6,0,24,18861,24
81130,0,358,22,18,38,19,37,130,44,22,15,13,56190,90468,6,4,4,47916,3
81131,8.7,578,77,16,104,72,100,120,52,6,12,19,36389,47835,38,16,31,26933,10.1
81132,5.2,974,61,101,188,69,217,213,32,81,9,3,38529,44918,126,63,120,17396,11.1
